name,runtime,cast,genre,country_codes,language_codes,certificates,Budget,OWUS,CWG,rating,votes,original_air_date,title,director,writer1,writer2,producer1,producer2,production_company1,production_company2,composers,editors,cinematographers,set_decorators,assistant_directors,visual_effects,id,fid
The Dancer Upstairs,132,"['Javier Bardem', 'Juan Diego Botto', 'Laura Morante', 'Elvira Mínguez', 'Alexandra Lencastre', 'Oliver Cotton', 'Luís Miguel Cintra', 'Javier Manrique', 'Abel Folk', 'Marie-Anne Berganza', 'Lucas Rodríguez', 'Xabier Elorriaga', 'Natalia Dicenta', 'Wolframio Sinué', 'Ramiro Jiménez', 'Montserrat Astudillo', 'Galo Urbina', 'Jairon Flores', 'Chuen Lam', 'José Antonio Izaguirre', 'Isabel Prinz', 'Ignacio Carreño', 'Benjamas Boonnak', 'Tito García', 'Veronica Noboa', 'Luis Gaspar', 'Steve Emerson', 'Carlos Carrillo', 'Eusebio Lázaro', 'Paulina Aguilar', 'Esteban Salazar', 'German Nuñez', 'Pachacutic Chugchilan', 'Juan Carlos Vellido', 'Diego Naranjo', 'Montserrat Iglesias', 'Celina Casari', 'Maribel Rivera', 'Ignacio Durán', 'Frida Torresblanco', 'Ana Lozano', 'Lola Peno', 'Javier Páez', 'David Aguilar', 'Raquel Rocha', 'Alexis Rodrigues', 'Daniel Aguilar', 'Yousaf Bokhari', 'Natalia Tarnawiecki', 'Carlos Thiebaut', 'Nuevo Repertorio', 'Vivian Agüero', 'Nur Al Levi', 'Yohana Cobo', 'Olga Dias', 'Ricardo Lopes', 'Joana Loureiro', 'John Malkovich', 'Alicia Marina', 'Devon Walker']","['Crime', 'Drama', 'Thriller']","['es', 'us']","['en', 'qu', 'es']",R,,,,6.9,6139.0,20 Sep 2002 (Spain),The Dancer Upstairs,John Malkovich,Nicholas Shakespeare,,Yousaf Bokhari,Andrés Vicente Gómez,Fox Searchlight Pictures,Lolafilms,Alberto Iglesias,Mario Battistel,José Luis Alcaine,Laura Musso,João Cayatte,Jorge Calvo,tt0118926,118926.0
Wilbur Wants to Kill Himself,111,"['Jamie Sives', 'Adrian Rawlins', 'Shirley Henderson', 'Lisa McKinlay', 'Mads Mikkelsen', 'Julia Davis', 'Susan Vidler', 'Robert McIntosh', 'Lorraine McIntosh', 'Gordon Brown', 'Mhairi Morrison', 'Andrew Townsley', 'Coral Preston', 'Colin McAllister', 'Owen Gorman', 'John Yule', 'Anne Marie Timoney', ""Martin O'Connor"", 'Elaine M. Ellis', 'Chun-Wah Tsang', 'Des Hamilton', 'Jazmin Fraser', 'Rory Elrick', 'Lloyd Butler', 'Scott Turner', 'Connall Henderson', 'Amber Randell McLean', 'Olivia Calder', 'Samantha McNiven', 'Claire Ross-Brown', 'Nick Smith']","['Comedy', 'Drama', 'Romance']","['dk', 'gb', 'se', 'fr']",['en'],R,,,,6.8,7451.0,08 Nov 2002 (Denmark),Wilbur Wants to Kill Himself,Lone Scherfig,Lone Scherfig,Anders Thomas Jensen,Karen Bentzon,Gillian Berrie,Zentropa Entertainments,Wilbur Ltd.,Joachim Holbek,Gerd Tjur,Jørgen Johansson,Christine Bechameil,Emma Bedford,Niels Valentin Dal,tt0329767,329767.0
Max,106,"['John Cusack', 'Noah Taylor', 'Leelee Sobieski', 'Molly Parker', 'Ulrich Thomsen', 'David Horovitch', 'Janet Suzman', 'András Stohl', 'John Grillo', 'Anna Nygh', 'Krisztián Kolovratnik', 'Peter Capaldi', 'Yuliya Vysotskaya', 'János Kulka', 'Kata Pálfi', 'Kevin McKidd', 'Heather Cameron-McLintock', 'Joel Pitts', 'Tamás Lengyel', 'Attila C. Arpa', 'Daisy Haggard', 'Gábor Harsai', 'Paul Rattray', 'Derek Hagen', 'Caroleen Feeney', 'Mike Kelly', ""Ben O'Brien"", 'Agnes Becsei', 'Tibor Solténszky', 'Kerric MacDonald', 'Matt Devere', 'Judit Hernádi', 'Kerry Shale', 'Heather Hermant', 'László Borbély', 'Peter Linka', 'László Görög', 'Andor Tímár', 'John Rado', 'Tamás Puskás', 'Pandora Colin', 'Robert Frohlich', 'Róbertne Bánky', 'Miklós Dörögdy', 'Mariann Kovács', 'Péter Bognár', 'István Erdös', 'Mark Wells', 'Robert Whitelock']","['Drama', 'War']","['hu', 'ca', 'gb']",['en'],R,11000000.0,,,6.5,6780.0,08 May 2003 (Netherlands),Max,Menno Meyjes,Menno Meyjes,,Andrea Albert,Sidney Blumenthal,AAMPI Inc.,Aconit Pictures,Dan Jones,Chris Wyatt,Lajos Koltai,Ágnes Menyhárt,Gábor Gajdos,Jeff Baker,tt0290210,290210.0
And Now... Ladies and Gentlemen...,133,"['Jeremy Irons', 'Patricia Kaas', 'Thierry Lhermitte', 'Alessandra Martines', 'Claudia Cardinale', 'Jean-Marie Bigard', 'Ticky Holgado', 'Yvan Attal', 'Amidou', 'Sylvie Loeillet', 'Constantin Alexandrov', 'Stéphane Ferrara', 'Samuel Labarthe', 'Paul Freeman', 'Souad Amidou', 'Laure Mayne-Kerbrat', 'Grégory Reznik', 'Charles Gérard', 'Nicholas Jones', 'Nabil Massad', 'Mouna Fettou', 'Patrick Braoudé', 'Simon Bakinde', 'Géraldine Danon', 'Matyelok Gibbs', 'Julien Zuccolin', 'Adam Godley', 'David Gulliford', 'Mehdi Elouazani', 'Driss Faceh', 'Raouia', 'Xavier Lecoeur', 'Bernard Montiel', 'Luchino Visconti di Modrone', 'Romula Walker', 'Henry Wyndham', 'Mohamed Bensouda', 'Daniela Lumbroso', 'Pierre-William Glenn', 'Boris Bergman', 'Grégory Valais']","['Crime', 'Drama', 'Romance', 'Thriller']","['fr', 'gb']","['fr', 'en', 'ar', 'it']",PG-13,,,,6.2,2079.0,29 May 2002 (Belgium),And Now... Ladies and Gentlemen...,Claude Lelouch,Claude Lelouch,,Dominique Combe,Jean-Paul De Vidas,Canal+,France 2 Cinéma,Michel Legrand,Hélène de Luze,Pierre-William Glenn,,Dominique Combe,,tt0283883,283883.0
Mujhse Dosti Karoge!,149,"['Hrithik Roshan', 'Kareena Kapoor', 'Rani Mukerji', 'Uday Chopra', 'Satish Shah', 'Kiran Kumar', 'Smita Jaykar', 'Himani Shivpuri', 'Sachin Khedekar', 'Maya Alagh', 'Athit Naik', 'Parikshat Sahni', 'Nandini Seth', 'Barkha Singh', 'Raja Vaid']","['Musical', 'Romance', 'Drama', 'Family']",['in'],"['hi', 'it']",Not Rated,,,,5.1,4632.0,08 Aug 2002 (South Africa),Mujhse Dosti Karoge!,Kunal Kohli,Aditya Chopra,,Aditya Chopra,Pamela Chopra,Yash Raj Films,,Babloo Chakravorty,V.V. Karnik,Ravi K. Chandran,,Neil Nitin Mukesh,Rahul Kallankandy,tt0272736,272736.0
Try Seventeen,93,"['Elijah Wood', 'Franka Potente', 'Mandy Moore', 'Chris William Martin', 'Debbie Harry', 'Elizabeth Perkins', 'Aaron Pearl', 'Aloma Wright', 'Andrew Jackson', 'Malcolm Scott', 'Frank C. Turner', 'Josh Byer', 'Chad Faust', 'Daniella Evangelista', 'Michael Roberds', 'Michael P. Northey', 'Vicky Huang', 'Chris Boyd', 'Narmaya', 'Desiree Zurowski', 'Tom Bell']","['Comedy', 'Drama']","['ca', 'us']","['en', 'de']",R,,,,6.0,5804.0,01 Apr 2003 (Russia),Try Seventeen,Jeffrey Porter,Charles Kephart,,Boaz Davidson,Mike Elliott,Millennium Films,Capital Arts Entertainment,Andrew Gross,David M. Richardson,Blake T. Evans,Shane Vieau,Jeffrey Furlong,John Fukushima,tt0311941,311941.0
I Am Dina,125,"['Maria Bonnevie', 'Gérard Depardieu', 'Christopher Eccleston', 'Bjørn Floberg', 'Pernilla August', 'Amanda Jean Kvakland', 'Hans Matheson', 'Jørgen Langhelle', 'Mads Mikkelsen', 'Wenche Foss', 'Søren Sætter-Lassen', 'Kate Hardie', 'Bodil Udsen', 'Mateen Sandvik Ram', 'Eli Anne Linnestad', 'Anette Hoff', 'Viveka Seldahl', 'Kristin Kajander', 'Ines Prange', 'Oscar Frostad Udbye', 'Line Verndal', 'Per Christian Ellefsen', 'Kristoffer Berre Alberts', 'Jan Hårstad', 'Lars Funderud Johannessen', 'Bjørn Sundquist', 'Sven Nordin', 'Ingar Helge Gimle', 'Stein Grønli', 'Sigmund Sæverud', 'Mona Hofland', 'Henning Jensen', 'Jørgen Reenberg', 'Espen Skjønberg', 'Jan Malmsjö', 'Gard B. Eidsvold', 'Frank Iversen', 'James Towler', 'Per Egil Aske', 'Sverre Bentzen', 'Miriam Sogn', 'Mina Martine Lystad', 'Suzanne Paalgard', 'Ine F. Jansen', 'Bjørn Jenseg', 'Åsmund Brede Eike', 'Marius Kleppe', 'Trond Espen Seim', 'Ove Christian Owe', 'Joachim Rafaelsen', 'Christian Skolmen', 'Finn Schau', 'Minken Fosheim', 'Emil Stang Lund', 'Anitra Eriksen', 'Even Lynne Amundsen', 'Bjarne Thomsen', 'Lars Magnus Utne', 'Svein Erik Brodal', 'Hans Erik Raustøl', 'Henriette Steenstrup', 'Bjarne Hjelde', 'Hallvard Lydvo', 'Knut Haugmark', 'Eirin Jansen', 'Arild Svensgam']",['Drama'],"['no', 'se', 'fr', 'de', 'dk']","['en', 'no', 'fr']",Not Rated,,,,6.6,5171.0,08 Mar 2002 (Norway),I Am Dina,Ole Bornedal,Ole Bornedal,,Eric Altmayer,Nicolas Altmayer,ApolloMedia Distribution,Felicia Film,Marco Beltrami,Thomas Krag,Dan Laustsen,Olivier Marcouiller,Mette Hesthaven,Lars Brok,tt0281924,281924.0
The Tracker,90,"['David Gulpilil', 'Gary Sweet', 'Damon Gameau', 'Grant Page', 'Noel Wilton']","['Drama', 'History', 'Western']",['au'],"['en', 'mi']",Not Rated,,,,7.4,2208.0,08 Aug 2002 (Australia),The Tracker,Rolf de Heer,Rolf de Heer,,Rolf de Heer,Bridget Ikin,Adelaide Festival of Arts,SBS Independent,Graham Tardif,Tania Nehme,Ian Jones,,Karen Mahood,,tt0212132,212132.0
Sex and the Teenage Mind,91,"['Jay Michael Ferguson', 'Allison Lange', 'Michael Bower', 'Danica McKellar', 'Dee Wallace', 'Richard Karn', 'Jordan Belfi', 'Lindsay Hollister', 'Eddie Allen', 'Susan Boyd', 'James Huang', 'Lorna Scott', 'Flo Goldfarb', 'Jodi Fleisher', 'Jamie Hagan', 'Barry Moren', 'Judd Laurance', 'Jody Hart', 'Hanifa Luwemba', 'Beau Clark']",['Comedy'],['us'],['en'],R,,,,4.2,609.0,,Sex and the Teenage Mind,Donald L. Gold,Donald L. Gold,,Gary Adelman,Steve Ader,Goldade Productions,,Chris Anderson,Richard S. Brummer,Howard Wexler,,Lori Mellman,,tt0299203,299203.0
Crackerjack,92,"['Mick Molloy', 'Bill Hunter', 'Frank Wilson', 'Monica Maughan', 'John Clarke', 'Lois Ramsey', 'Samuel Johnson', 'Judith Lucy', 'Cliff Ellen', 'Bob Hornery', 'Peter Aanensen', 'Esme Melville', 'John Flaus', 'Lois Collinder', 'Paul McCarthy', 'Teague Rook', 'Dino Marnika', 'Robyn Butler', 'Brett Swain', 'Lew Luton', 'Denis Moore', 'Tim Sullivan', 'Joan Murray', 'Tony Martin', 'Christopher Kirby', 'Steve Hutchison', 'Greg Francis', 'Andrew Gilmour', 'Stuart Baker', 'Earl Francis', 'Robert Ratti', 'Pete Smith', 'Matthew Loe', 'Lou Virgato', 'Tom Travers', 'Jim Koutsoukos', 'Alfons Beutelschiess', 'Chris John Ambrose', 'Michael Ienna']",['Comedy'],['au'],['en'],,,,,6.8,2328.0,07 Nov 2002 (Australia),Crackerjack,Paul Moloney,Mick Molloy,Richard Molloy,Stephen Luby,Mick Molloy,A Million Monkeys,Australian Film Finance Corporation,Gareth Skinner,Ken Sallows,Brent Crockett,,Brad Holyoake,David Nelson,tt0291832,291832.0
The Hard Word,102,"['Guy Pearce', 'Rachel Griffiths', 'Robert Taylor', 'Joel Edgerton', 'Damien Richardson', 'Rhondda Findleton', 'Kate Atkinson', 'Vince Colosimo', 'Paul Sonkkila', 'Kim Gyngell', 'Dorian Nkono', 'Stephen Whittaker', 'Torquil Neilson', 'Don Bridges', 'Doug Bowles', 'Greg Fleet', 'Ross Daniels', 'Peter Regan', 'Roger Neave', 'Jason Gilchrist', 'Jasper Bagg', 'Niniane Le Page', 'Beth Buchanan', 'Frank Kennedy', 'Tony Jones', 'Louise Crawford', 'Michelle Avery', 'Kerry Cole', 'Colwyn Roberts', 'Georgie Bax', 'Leanne McCulloch', 'Nash Edgerton', 'Aris Gounaris', 'James Shaw', 'James Charters', 'Gary Rens', 'Wasim Sabra', 'Phil Pollard', 'Tahu Marumaru', 'Marc Calderazzo', 'Albany Asher', 'Noel Ballantine', 'Monty Burgess', 'Scottie Cameron', 'Jordan Janceski', 'David Newell', 'David Will No']","['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","['au', 'gb']",['en'],R,,,,6.0,3468.0,30 May 2002 (Australia),The Hard Word,Scott Roberts,Scott Roberts,,Al Clark,Hilary Davis,Alibi Films,Australian Film Finance Corporation,David Thrussell,Martin Connor,Brian J. Breheny,Lisa Thompson,Brendan Campbell,Tim Crosbie,tt0280490,280490.0
Dummy,91,"['Adrien Brody', 'Milla Jovovich', 'Illeana Douglas', 'Vera Farmiga', 'Jessica Walter', 'Ron Leibman', 'Jared Harris', 'Mirabella Pisani', 'Helen Hanft', 'Richmond Hoxie', 'Adam LeFevre', 'Joanne Bayes', 'Lou Martini Jr.', 'Gabor Morea', 'Edward Hibbert', 'Robert Larkin', 'Alan Semok', 'John Elsen', 'Debbie Ross', 'Tom Plotkin', 'Paul Wallfisch', 'Andy Senor', 'Jason Batchko', 'Alan Demovsky', 'Mary Ann Hannon', 'Oren Kaplan', 'Alix Korey', 'Poppi Kramer', 'Lawrence R. Leritz', 'C.J. Marsini', 'Billy Nolan', 'Tim Otto', 'Natalia Paruz', 'David Wm. Sims']","['Comedy', 'Drama', 'Romance']",['us'],"['en', 'yi']",R,,"$30,120, 14 Sep 2003",,6.7,6269.0,,Dummy,Greg Pritikin,Greg Pritikin,,Jellybean Benítez,Bob Fagan,Dummy Productions LLC,Quadrant Entertainment,Paul Wallfisch,William Henry,Horacio Marquínez,Jon Nissenbaum,Karen Kane,Jim Rider,tt0246592,246592.0
Dead Heat,94,"['Kiefer Sutherland', 'Anthony LaPaglia', 'Radha Mitchell', 'Lothaire Bluteau', 'Daniel Benzali', 'Kay Panabaker', 'Denis Arndt', 'Charles Martin Smith', 'Michael Benyaer', 'Craig Veroni', 'Gerald Paetz', 'Marco Roy', 'Gary Hetherington', 'Bill Whiting', 'Frank Cassini', 'Alf Humphreys', 'Peter Flemming', 'Amy Adamson', 'Mark Acheson', 'Frederick Pleasure II', 'James Jackson', 'Dan Jukich', 'Bruce Fontaine', 'Denis Corbett', 'Yolanda Corbett']","['Action', 'Comedy', 'Crime', 'Drama']","['de', 'ca']",['en'],R,,,,5.3,1205.0,,Dead Heat,Mark Malone,Mark Malone,,Peter Block,Jason Constantine,Cinerenta Medienbeteiligungs KG,Lions Gate Films,Patric Caird,Alison Grace,Ross W. Clarkson,Maureen Carey,Scott J. Ateah,Bob Dohrendorf,tt0277744,277744.0
Grand Champion,93,"['Joey Lauren Adams', 'Jacob Fisher', 'Emma Roberts', 'Barry Tubb', 'Hokey', 'Cache Williams', 'Candance Henry', 'Broderick Beaver', 'Steven Bland', 'Natalie Maines', 'Sue Molnar', 'Eloise DeJoria', 'Andy Buckley', 'Andy Smith Jr.', 'Jo Carol Pierce', 'Casey Terry', 'Dubb Tubb', 'Chazz Rose', 'Mike Odom', 'Joe Ely', 'Marcus Best', 'Bruce Willis', 'Julia Roberts', 'Buck Taylor', 'Sam Smith', 'Sarah Carpenter', 'Suzanne Weinert', 'Becca Dalrymple', 'Stormy Clark', 'Caron Bernstein', 'George Strait', 'Norma Strait', 'Jake Guerrero', 'Jessie Herring', 'Jodi Herring', 'Katie Calli', 'Rain Ruddick', 'Keid Williams', 'Summer Vardeman', 'Jody Nix', 'Texas Cowboys', 'Cyndi Terry', 'Floramay Holliday', 'Lisa Roberts Gillan', 'Mike Humphrey', 'Molly Kemp', 'Vance Knowles', 'Roy Cooper', 'Tommy Guy', 'Andra Snyder', 'Dalton Walton', 'Cliff Cooper', 'Jordan Hurd', 'Dylan Watson', 'Mark Bullard', 'Robert Earl Keen', 'David Egg', 'Thadd Day', 'Larry Mahan', 'Terry Leonard', 'Tuff Hedeman', 'Andrea Harper', 'Tati Rodriguez-Anderson', 'Lulu McCullough', 'Talulah Rodriguez-Anderson', 'Estefania Aguayo', 'Lauren Gay', 'Allison Helm', 'Lauren Helm', 'Melissa Helm', 'Natalie Noris', 'Charlie Robison', 'Tommy Ratliff', 'Tanner Beard', 'Anne Carr', 'Larry Vigus']","['Comedy', 'Family']",['us'],['en'],G,,"$88,180, 10 Jun 2005",,4.1,644.0,,Grand Champion,Barry Tubb,Barry Tubb,,Amanda Micallef,Jay Michaelson,Grand Champion Film Production,Rope the Moon Producions,,Calvin Wimmer,Daniel Moder,,Cleta Elaine Ellington,,tt0335126,335126.0
Django: la otra cara,,"['Giovanni Ciccia', 'Melania Urbina', 'Sergio Galliani', 'Tatiana Astengo', 'Darío Abad', 'Pold Gastello', 'Miguel Iza', 'Renzo Schuller', 'Mario Velásquez', 'Ricardo Velásquez']","['Action', 'Crime', 'Drama']",['pe'],['es'],,350000.0,,,6.0,98.0,26 Jun 2002 (Peru),Django: la otra cara,Ricardo Velásquez,Gastón Vizcarra,,Varun Kumar Kapur,Gustavo Sánchez,Inca Films S.A.,Star Films,,Danielle Fillios,,,Francisco J. Lombardi,,tt0327646,327646.0
Skins,84,"['Eric Schweig', 'Graham Greene', 'Gary Farmer', 'Noah Watts', 'Lois Red Elk', 'Michelle Thrush', 'Nathaniel Arcand', 'Chaske Spencer', 'Joseph American Horse', 'Wilda Asimont', 'Dave Bald Eagle', 'Bruce Bennett', 'Robert A. Bennett', 'Gil Birmingham', 'Joe Black Elk', 'Kato Buss', 'Jenny Cheng', 'Tokala Black Elk', 'Dale Cooks', 'Chris Eyre', 'Larry Dean Fuss', 'Chief Leonard George', 'James Hatzell', 'Jake Hjorten', 'Gansler Janis', 'Tina Keeper', 'Zahn McClarnon', 'Elaine Miles', 'Renae Morriseau', 'Dillon Nelson', 'Canku One Star', 'Yellow Pony Pettibone', 'Myrton Running Wolf', 'Michael Spears', 'Larry Swalley', 'Misty Upham', 'Markus J. Volimas', 'Charles White Elk', 'Lisa White Face', 'Winona LaDuke', 'Kevin Lance', 'Jay Red Hawk', 'Delanna Studi', 'Milo Yellow Hair']","['Crime', 'Drama']",['us'],['en'],R,,"$23,439, 29 Sep 2002",,7.1,1308.0,,Skins,Chris Eyre,Adrian C. Louis,,Brenda J. Chambers,Jim Compton,First Look International,Starz! Encore Entertainment,BC Smith,Paul Trejo,Stephen Kazmierski,Lisa Scoppa,Jennifer Fragoso,Randall Balsmeyer,tt0284494,284494.0
Sex Is Comedy,92,"['Anne Parillaud', 'Grégoire Colin', 'Roxane Mesquida', 'Ashley Wanninger', 'Dominique Colladant', 'Bart Binnema', 'Yves Osmu', 'Elisabete Piecho', 'Francis Selleck', 'Diane Scapa', 'Ana Lorena', 'Claire Monatte', 'Arnaldo Junior', 'Elisabete Silva', 'Júlia Fragata', 'Bruno Ramos', ""Alfredo 'Alebé' Ramalho"", 'Rudolfo Santos', 'José Cascais', 'Sandra Maia']","['Comedy', 'Drama', 'Romance']","['fr', 'pt']","['fr', 'pt']",R,,,,5.6,2655.0,05 Jun 2002 (France),Sex Is Comedy,Catherine Breillat,Catherine Breillat,,António da Cunha Telles,Jean-François Lepetit,Arte France Cinéma,CB Films,,Pascale Chavance,Laurent Machuel,,David Santini,,tt0304678,304678.0
Deewangee,169,"['Ajay Devgn', 'Akshaye Khanna', 'Urmila Matondkar', 'Farida Jalal', 'Vijayendra Ghatge', 'Seema Biswas', 'Tiku Talsania', 'Tanaaz Currim Irani', 'Mohan Kapoor', 'Nirmal Pandey', 'Nishigandha Wad', 'Rana Jung Bahadur', 'Suresh Oberoi', 'Sushovan Banerjee', 'Suhasini Mulay', 'Anil Nagrath', 'Madan Joshi', 'Neelam Kothari', 'Baby Sonu', 'Amir Zadey', 'Pankaj Titoria', 'Jayram Gangaram Kolekar', 'Deepak Bhatia', 'Santosh Shetty']","['Crime', 'Drama', 'Mystery', 'Thriller']",['in'],['hi'],,,,,6.6,2294.0,25 Oct 2002 (Ireland),Deewangee,Anees Bazmee,Anees Bazmee,,Nitin Manmohan,,Neha Arts,,Ismail Darbar,,Pushan Kripalani,,Ishrat R. Khan,Vinay Naik,tt0337971,337971.0
The Third Wheel,91,"['Luke Wilson', 'Denise Richards', 'Jay Lacopo', 'Ben Affleck', 'Phill Lewis', 'Deborah Theaker', 'Melissa McCarthy', 'Tim DeKay', 'Greg Pitts', 'Wayne Federman', 'Mike Schwartz', 'Neal Matarazzo', 'Jim Lau', 'Diana Maria Riva', 'Blas Lorenzo', 'Buck Kartalian', 'Rachel Winfree', 'Robert M. Koch', 'Jason Kravits', 'Jeanette Miller', 'Kevin P. Farley', 'Marcus DeJohn', 'Marilyn Staley', 'Veena Bidasha', 'David Koechner', 'Matthew Maher', 'Meredith Salenger', 'Bobby Slayton', 'Phil Reeves', 'Steven Shenbaum', 'Amy Boatwright', 'Marcus Johnson', 'Joan Blair', 'Matt Damon', 'Don Damrath', 'Jeff Garlin', 'Joy Gohring', 'Lauren Graham', 'Richie Keen', 'Dan Paragon', 'Marcio Rosario', 'Nicole Sullivan']","['Comedy', 'Romance']",['us'],['en'],PG-13,,,,5.5,4419.0,31 May 2002 (Italy),The Third Wheel,Jordan Brady,Jay Lacopo,,Ben Affleck,Jeff Balis,HSI Tomorrow Film,LivePlanet,Lisa Coleman,Sam Citron,Jonathan Brown,Hernan Camacho,Hans Berggren,,tt0202623,202623.0
Bollywood/Hollywood,105,"['Rahul Khanna', 'Lisa Ray', 'Moushumi Chatterjee', 'Dina Pathak', 'Kulbhushan Kharbanda', 'Ranjit Chowdhry', 'Jessica Paré', 'Rishma Malik', 'Jasbir Mann', 'Arjun Lombardi-Singh', 'Leesa Gaspari', 'Neelam Mansingh', 'Mike Deol', 'Jolly Bader', 'Ronica Sajnani', 'Jeremy Chow', ""Damon D'Oliveira"", 'Nicky Gill', 'Nicole Innis', 'Rohan Bader', 'Terry Stevens', 'Rupinder Nagra', 'Anne Mroczkowski', 'Neeta Tandon', 'Karamjit Singh', 'Vinod Suri', 'Sveta Kohli', 'Larissa Gomes', 'Manjit Bumrah', 'Imali Perera', 'Artee Suri', 'Caryn Green', 'Monisha Randhawa', 'Pragna Desai', 'Akshaye Khanna', 'Sofonda', 'Mike Cota', 'Sitara Hewitt', 'Kat Osen', 'Misakiu', 'Sunny Dhillon', 'Starsah Lauriten', 'Vincent Tong', 'Candi Barr', 'Linda Garneau', 'Christina Lee', 'Mike Tracz', 'Bhavin Lodhia', 'David Lopez', 'Chad McFadden', 'Jodi McFadden', 'Alana Upcraft', 'Jena Van Eslander', 'Elena Vazintaris', 'Jason Westlake', 'Angie Canuel', 'Sarah Connell', 'Lindy Booth', 'Pak Daddy', 'Michael Thandi']","['Romance', 'Comedy', 'Drama', 'Musical']",['ca'],"['en', 'hi', 'es']",PG-13,,,,5.9,2403.0,25 Oct 2002 (Canada),Bollywood/Hollywood,Deepa Mehta,Deepa Mehta,,Camelia Frieberg,David Hamilton,Different Tree Same Wood,Téléfilm Canada,Sandeep Chowta,Barry Farrell,Douglas Koch,Nigel Hutchins,Adam Bocknek,Ronojoy Chatterji,tt0303785,303785.0
Mga munting tinig,109,"['Alessandra de Rossi', 'Dexter Doria', 'Gina Alajar', 'Amy Austria', 'Bryan Homecillo', 'Pierro Rodriguez', 'Irma Adlawan', 'Malou Crisologo', 'Nonie Buencamino', 'Tony Mabesa', 'Lailani Navarro', 'Keno Agaro', 'Sining Blanco', 'Christian Galindo', 'Hazel Logan', 'Jessie Diaz', 'James Alvaro', 'Rowell Reyes', 'Aj Delos Santos', 'Jelly Cruz', 'Jocelyn Escobal', 'Gema Gonzales', 'Celina Suntay', 'Myko Suntay', 'Nanding Josef', 'Shamaine Buencamino', 'Connie Chua', 'Aleth de la Cruz', 'Hamid Eton', 'Tessie Villarama', 'Jess Evardone', 'Jo Kristi Payet', 'Rey Mendoza', 'Jasper Vinarao', 'Bong Rodriguez', 'Jun Galindo', 'Ramon Pedro P. Paterno', 'Menchu Rodriguez Suntay']",['Drama'],['ph'],"['fil', 'tl']",,,,,6.9,120.0,,Mga munting tinig,Gil Portes,Gil Portes,Senedy Que,Jose Almojuela,Cresencio Bendijo,College Assurance Plan (CAP) Philippines,Teamwork Productions,Joy Marfil,George Jarlego,Ely Cruz,,Myla Ajero,,tt0332701,332701.0
You Stupid Man,95,"['Milla Jovovich', 'David Krumholtz', 'William Baldwin', 'Denise Richards', 'Dan Montgomery Jr.', 'Jessica Cauffiel', 'Landy Cannon', 'Katia Corriveau', 'Christopher Crumb', 'Quancetia Hamilton', ""Michael O'Dwyer"", 'Kim Bourne', 'Stephen Bogaert', 'Jordan Hecht', 'Catherine Fitch', 'Michael Campbell', 'Stephanie Belding', 'Darren Frost', 'Dan Willmott', 'Michelle Nolden', 'Emanuel Arruda', 'Fiona Highet', 'Jeanne Beker', 'Scott Wickware', 'Boyana Balta', 'Shannon Jobe', 'Chuck Byrn', 'Albert Chung', 'Vince Corazza', 'Deborah Odell', 'Maureen Kirkpatrick', 'Nadia Dajani', 'Michael A. Nickles', 'Fiona Carver', 'Ian Downey', 'Marqus Bobesich', 'Carol Dalziel', 'Shamakah Ali', 'Sandra Guerard', 'Paul Huggett', 'Bill Kotsatos', 'Paul Mota', 'Emmanuel Todorov']","['Comedy', 'Romance']","['ca', 'us', 'de']",['en'],Not Rated,,,,5.8,2317.0,27 Feb 2011 (Belgium),You Stupid Man,Brian Burns,Brian Burns,,Tom Berry,Brian Burns,ApolloMedia Distribution,Artists Production Group,David Schwartz,William Henry,David Herrington,William Kemper Wright,John Board,,tt0271882,271882.0
Food of Love,112,"['Juliet Stevenson', 'Kevin Bishop', 'Allan Corduner', 'Paul Rhys', 'Craig Hill', 'Leslie Charles', 'Pamela Field', 'Naim Thomas', 'Geraldine McEwan', 'Mingo Ràfols', 'Roger Coma', 'Pepa López', 'Mauricio Cruz', 'Manu Fullola', 'Carlos Castañón', 'Hernán González', 'Brenda Roque', 'Helenika Hellevig', 'Marianne Maili', 'Sue Flack', 'Jack McKusay', 'Miquel Bordoy', 'Joan Estrada']","['Drama', 'Music', 'Romance']","['es', 'de']",['en'],R,,,,6.0,1566.0,08 Feb 2002 (Spain),Food of Love,Ventura Pons,David Leavitt,,Gemma Folch,Monika Ganzenmüller,42nd Street Productions S.L.,Els Films de la Rambla,Carles Cases,Pere Abadal,Mario Montero,Mercè Parés,Pepe Combalia,,tt0309600,309600.0
